# Data from Rio Frio Campaign, Portugal 2002,,,
# Turbulence measurements over a cork oak plantation,,,,
# Level T9 / DOY 193 2003, 13:00 - 14:00 Local Time,,,
"# ""Time(s)""",U_Wind(ms-1),V_Wind(ms-1),W_wind(ms-1),Temperature(degC)
938.4,4.26,-2.57,-0.59,27.55
938.45,4.19,-2.66,-0.58,27.55
938.5,4.16,-2.65,-0.55,27.56
938.55,4.13,-2.65,-0.58,27.53
938.6,4.17,-2.67,-0.55,27.55
938.65,4.2,-2.67,-0.53,27.55
938.7,4.26,-2.67,-0.53,27.55
938.75,4.25,-2.59,-0.53,27.55
938.8,4.28,-2.55,-0.49,27.56
938.85,4.29,-2.6,-0.51,27.55
938.9,4.29,-2.6,-0.5,27.54
938.95,4.33,-2.55,-0.48,27.55
939,4.32,-2.53,-0.49,27.55
939.05,4.35,-2.52,-0.52,27.58
939.1,4.38,-2.57,-0.56,27.64
939.15,4.26,-2.62,-0.49,27.63
939.2,4.31,-2.6,-0.39,27.6
939.25,4.33,-2.74,-0.39,27.64
939.3,4.35,-2.75,-0.39,27.65
939.35,4.32,-2.72,-0.35,27.65
939.4,4.37,-2.7,-0.3,27.65
939.45,4.35,-2.68,-0.28,27.66
939.5,4.32,-2.63,-0.25,27.66
939.55,4.41,-2.52,-0.3,27.61
939.6,4.41,-2.43,-0.47,27.54
939.65,4.4,-2.43,-0.51,27.52
939.7,4.4,-2.46,-0.57,27.56
939.75,4.33,-2.58,-0.48,27.62
939.8,4.32,-2.53,-0.52,27.52
939.85,4.3,-2.48,-0.54,27.5
939.9,4.3,-2.48,-0.63,27.5
939.95,4.29,-2.48,-0.68,27.51
940,4.29,-2.5,-0.72,27.51
940.05,4.26,-2.5,-0.7,27.5
940.1,4.22,-2.5,-0.72,27.48
940.15,4.23,-2.47,-0.7,27.49
940.2,4.26,-2.41,-0.71,27.49
940.25,4.17,-2.39,-0.7,27.5
940.3,4.11,-2.31,-0.7,27.5
940.35,4.03,-2.27,-0.69,27.5
940.4,4.04,-2.26,-0.73,27.51
940.45,3.98,-2.26,-0.79,27.51
940.5,3.95,-2.31,-0.88,27.51
940.55,4.03,-2.29,-0.93,27.51
940.6,4.05,-2.27,-0.93,27.51
940.65,4.06,-2.32,-0.92,27.51
940.7,4.12,-2.28,-0.95,27.51
940.75,4.13,-2.32,-0.98,27.52
940.8,4.14,-2.48,-1.02,27.53
940.85,4.1,-2.39,-0.94,27.53
940.9,4.07,-2.33,-1,27.54
940.95,4,-2.3,-1.03,27.53
941,4.02,-2.29,-1.02,27.53
941.05,4.05,-2.27,-0.97,27.54
941.1,4.07,-2.28,-0.9,27.54
941.15,4.05,-2.27,-0.89,27.54
941.2,4.05,-2.33,-0.91,27.53
941.25,4.07,-2.33,-0.91,27.53
941.3,4.09,-2.34,-0.93,27.53
941.35,4.1,-2.39,-0.98,27.53
941.4,4.06,-2.41,-1.01,27.53
941.45,4.05,-2.39,-0.9,27.52
941.5,4.2,-2.31,-0.91,27.53
941.55,4.31,-2.24,-0.92,27.52
941.6,4.35,-2.19,-0.9,27.5
941.65,4.32,-2.23,-0.86,27.5
941.7,4.29,-2.39,-0.78,27.5
941.75,4.17,-2.35,-0.96,27.51
941.8,4.14,-2.3,-1.15,27.51
941.85,4.19,-2.39,-1.17,27.51
941.9,4.26,-2.37,-1.04,27.5
941.95,4.25,-2.39,-1.09,27.5
942,4.35,-2.29,-0.97,27.5
942.05,4.39,-2.22,-1.09,27.52
942.1,4.33,-2.16,-1.1,27.51
942.15,4.26,-2.14,-1.02,27.51
942.2,4.29,-2.2,-1,27.5
942.25,4.27,-2.21,-1.04,27.5
942.3,4.24,-2.19,-1.04,27.49
942.35,4.23,-2.24,-1.04,27.5
942.4,4.25,-2.24,-1.05,27.49
942.45,4.24,-2.24,-1.04,27.49
942.5,4.27,-2.27,-1.02,27.5
942.55,4.31,-2.27,-1.02,27.49
942.6,4.28,-2.26,-1.01,27.49
942.65,4.33,-2.26,-0.98,27.48
942.7,4.36,-2.27,-0.97,27.48
942.75,4.28,-2.19,-1.02,27.49
942.8,4.29,-2.23,-1.01,27.49
942.85,4.32,-2.21,-0.99,27.49
942.9,4.36,-2.21,-1.01,27.48
942.95,4.4,-2.26,-0.93,27.49
943,4.4,-2.34,-0.94,27.49
943.05,4.24,-2.28,-1.15,27.49
943.1,4.16,-2.26,-1.22,27.48
943.15,4.14,-2.29,-1.24,27.49
943.2,4.16,-2.23,-1.18,27.48
943.25,4.13,-2.23,-1.22,27.48
943.3,4.07,-2.24,-1.27,27.49
943.35,4.04,-2.2,-1.28,27.48
943.4,4,-2.21,-1.31,27.48
943.45,3.97,-2.15,-1.29,27.48
943.5,3.99,-2.06,-1.26,27.48
943.55,4.03,-2.02,-1.19,27.48
943.6,3.99,-2.04,-1.17,27.47
943.65,3.99,-2.04,-1.17,27.48
943.7,3.98,-2.05,-1.14,27.47
943.75,3.99,-2.05,-1.21,27.48
943.8,3.95,-1.98,-1.14,27.48
943.85,3.9,-2,-1.14,27.48
943.9,3.85,-2.08,-1.14,27.48
943.95,3.91,-2.03,-1.13,27.47
944,3.91,-2.12,-1.18,27.47
944.05,3.95,-2.13,-1.17,27.47
944.1,3.96,-2.16,-1.17,27.48
944.15,3.89,-2.19,-1.18,27.46
944.2,3.92,-2.24,-1.1,27.47
944.25,3.92,-2.21,-1.04,27.48
944.3,3.92,-2.2,-1.02,27.48
944.35,3.92,-2.17,-1.05,27.48
944.4,3.82,-2.15,-0.98,27.48
944.45,3.83,-2.22,-1.13,27.47
944.5,3.91,-2.22,-1.09,27.48
944.55,3.98,-2.18,-1.09,27.49
944.6,4,-2.13,-1.05,27.48
944.65,4.06,-2.02,-1,27.48
944.7,4.12,-1.97,-1.03,27.49
944.75,4.05,-2,-1.04,27.49
944.8,3.98,-1.99,-1.03,27.49
944.85,4.01,-1.99,-1.02,27.49
944.9,4.02,-1.97,-0.99,27.49
944.95,4.04,-1.98,-0.99,27.49
945,4.02,-1.94,-1.02,27.49
945.05,4,-1.94,-0.98,27.49
945.1,3.98,-2.05,-0.96,27.48
945.15,3.93,-2.08,-0.95,27.47
945.2,3.91,-2.09,-0.95,27.48
945.25,4.01,-2.04,-1.05,27.48
945.3,4.05,-2.01,-1.02,27.48
945.35,4.02,-2.01,-1.03,27.48
945.4,4.01,-1.95,-1.09,27.48
945.45,4,-1.92,-1.06,27.48
945.5,3.98,-1.85,-1.08,27.48
945.55,3.97,-1.85,-1.09,27.48
945.6,3.98,-1.87,-1.02,27.48
945.65,3.98,-1.94,-1.01,27.48
945.7,3.93,-1.96,-1.05,27.47
945.75,3.9,-2.04,-1.12,27.47
945.8,3.95,-2.13,-1.09,27.46
945.85,3.92,-2.1,-1.06,27.47
945.9,3.92,-2.1,-1.06,27.48
945.95,4.04,-2.13,-1.18,27.47
946,4.06,-2.17,-1.2,27.46
946.05,4.06,-2.19,-1.16,27.46
946.1,4.07,-2.13,-1.11,27.47
946.15,4.08,-2.11,-1.15,27.46
946.2,4.07,-2.09,-1.11,27.46
946.25,4.09,-2.08,-1.09,27.48
946.3,4.09,-2.04,-1.03,27.46
946.35,4.08,-2.03,-0.96,27.48
946.4,4.08,-2.02,-0.97,27.48
946.45,4.16,-1.96,-1.02,27.47
946.5,4.12,-1.89,-1.01,27.46
946.55,4.1,-1.88,-0.98,27.47
946.6,4.09,-1.85,-0.97,27.46
946.65,4.1,-1.85,-0.96,27.46
946.7,4.12,-1.81,-0.94,27.46
946.75,4.08,-1.79,-0.89,27.46
946.8,4.05,-1.86,-0.91,27.46
946.85,3.99,-1.94,-0.9,27.46
946.9,3.99,-1.96,-0.85,27.48
946.95,3.96,-1.98,-0.82,27.47
947,3.86,-1.97,-0.78,27.46
947.05,3.87,-2.03,-0.86,27.47
947.1,3.86,-2.2,-0.98,27.48
947.15,4.02,-2.12,-0.85,27.48
947.2,3.96,-2.19,-0.83,27.47
947.25,4.02,-2.11,-0.82,27.47
947.3,4.13,-2.23,-0.75,27.46
947.35,4.2,-2.25,-0.74,27.46
947.4,4.13,-2.36,-0.68,27.48
947.45,4.15,-2.27,-0.73,27.48
947.5,4.24,-2.18,-0.77,27.49
947.55,4.13,-2.25,-0.78,27.49
947.6,4.08,-2.16,-0.89,27.49
947.65,4.13,-2.12,-0.95,27.49
947.7,4.22,-2.25,-0.91,27.48
947.75,4.17,-2.29,-0.89,27.48
947.8,4.15,-2.32,-0.9,27.48
947.85,4.19,-2.29,-0.89,27.48
947.9,4.18,-2.22,-0.84,27.49
947.95,4.15,-2.27,-0.97,27.49
948,4.2,-2.35,-0.89,27.48
948.05,4.3,-2.29,-0.86,27.48
948.1,4.26,-2.34,-0.82,27.48
948.15,4.22,-2.34,-0.77,27.48
948.2,4.18,-2.36,-0.86,27.49
948.25,4.23,-2.32,-0.96,27.49
948.3,4.19,-2.23,-0.91,27.49
948.35,4.13,-2.21,-0.89,27.49
948.4,4.08,-2.18,-0.93,27.51
948.45,4.18,-2.21,-1.02,27.52
948.5,4.38,-2.51,-0.98,27.49
948.55,4.34,-2.68,-0.84,27.49
948.6,4.19,-2.54,-0.8,27.48
948.65,4.08,-2.49,-0.91,27.49
948.7,4.05,-2.33,-0.79,27.49
948.75,3.96,-2.34,-0.87,27.49
948.8,3.99,-2.36,-0.88,27.48
948.85,3.98,-2.27,-0.88,27.48
948.9,4,-2.21,-0.65,27.48
948.95,3.95,-2.15,-0.59,27.49
949,3.92,-2.15,-0.79,27.49
949.05,3.97,-2.13,-0.9,27.49
949.1,4.08,-2.04,-0.87,27.48
949.15,3.94,-2.14,-0.74,27.49
949.2,3.93,-2.08,-0.78,27.5
949.25,3.87,-2.11,-0.74,27.49
949.3,3.8,-2.07,-0.7,27.49
949.35,3.81,-2.01,-0.7,27.48
949.4,3.91,-2.25,-1,27.49
949.45,3.97,-2.25,-1,27.48
949.5,4.04,-2.32,-1.02,27.48
949.55,4.08,-2.28,-0.99,27.49
949.6,4.05,-2.34,-1.04,27.5
949.65,4,-2.3,-1.05,27.49
949.7,3.91,-2.38,-1.05,27.49
949.75,3.96,-2.39,-0.89,27.49
949.8,3.97,-2.39,-0.88,27.49
949.85,3.95,-2.36,-0.8,27.49
949.9,3.95,-2.26,-0.86,27.5
949.95,4.13,-2.21,-0.82,27.5
950,4.11,-2.32,-0.78,27.53
950.05,3.93,-2.45,-0.81,27.54
950.1,3.87,-2.55,-0.71,27.61
950.15,3.89,-2.64,-0.66,27.61
950.2,3.9,-2.63,-0.64,27.61
950.25,3.95,-2.58,-0.58,27.56
950.3,3.88,-2.61,-0.63,27.55
950.35,3.87,-2.52,-0.67,27.53
950.4,3.76,-2.49,-0.78,27.58
950.45,3.83,-2.31,-0.88,27.56
950.5,3.95,-2.28,-0.94,27.49
950.55,3.94,-2.34,-0.89,27.51
950.6,3.93,-2.36,-0.8,27.5
950.65,3.96,-2.44,-0.74,27.5
950.7,3.83,-2.55,-0.71,27.5
950.75,3.85,-2.42,-0.6,27.53
950.8,3.89,-2.3,-0.7,27.5
950.85,3.9,-2.28,-0.7,27.49
950.9,3.9,-2.27,-0.73,27.49
950.95,3.87,-2.28,-0.77,27.48
951,3.92,-2.35,-0.86,27.49
951.05,3.91,-2.43,-0.83,27.49
951.1,3.93,-2.36,-0.9,27.48
951.15,3.98,-2.22,-0.9,27.48
951.2,4.07,-2.02,-0.79,27.51
951.25,4.17,-2.02,-0.87,27.54
951.3,4.1,-2.07,-0.86,27.54
951.35,4.11,-2.04,-0.87,27.55
951.4,4.05,-2.02,-0.88,27.55
951.45,4,-2.12,-0.83,27.51
951.5,4,-2.14,-0.76,27.49
951.55,3.88,-1.98,-0.69,27.51
951.6,3.96,-2.01,-0.78,27.51
951.65,4.03,-1.96,-0.67,27.54
951.7,4.02,-1.99,-0.67,27.54
951.75,3.91,-2.09,-0.68,27.53
951.8,3.97,-2.14,-0.69,27.5
951.85,3.92,-2.19,-0.72,27.48
951.9,3.93,-2.21,-0.78,27.46
951.95,3.99,-2.24,-0.81,27.46
952,3.93,-2.27,-0.8,27.48
952.05,3.93,-2.17,-0.71,27.47
952.1,4.04,-1.88,-0.65,27.47
952.15,4.04,-1.98,-0.78,27.48
952.2,4.15,-2.17,-0.59,27.47
952.25,4.1,-2.19,-0.59,27.48
952.3,4.05,-2.18,-0.7,27.48
952.35,4.1,-2.14,-0.84,27.48
952.4,4.11,-2.21,-0.95,27.48
952.45,3.99,-2.1,-0.87,27.48
952.5,3.83,-2.23,-0.96,27.48
952.55,3.8,-2.16,-0.86,27.48
952.6,3.87,-2.07,-0.9,27.48
952.65,3.93,-2.13,-1.08,27.48
952.7,3.8,-2.1,-1.07,27.48
952.75,3.81,-2.19,-1.15,27.48
952.8,3.73,-2.3,-1.13,27.47
952.85,3.57,-2.3,-1.14,27.47
952.9,3.62,-2.36,-1.23,27.48
952.95,3.66,-2.48,-1.54,27.51
953,3.8,-2.42,-1.68,27.5
953.05,3.8,-2.14,-1.55,27.48
953.1,3.69,-2.13,-1.62,27.49
953.15,3.69,-2.24,-1.7,27.49
953.2,3.72,-2.37,-1.58,27.52
953.25,3.72,-2.3,-1.58,27.52
953.3,3.8,-2.39,-1.53,27.52
953.35,3.75,-2.37,-1.53,27.51
953.4,3.74,-2.36,-1.5,27.51
953.45,3.69,-2.36,-1.47,27.51
953.5,3.55,-2.32,-1.41,27.5
953.55,3.47,-2.25,-1.37,27.5
953.6,3.51,-2.16,-1.38,27.49
953.65,3.57,-2.13,-1.3,27.5
953.7,3.57,-2.04,-1.16,27.51
953.75,3.56,-2.14,-1.12,27.49
953.8,3.65,-2.27,-1.09,27.5
953.85,3.68,-2.19,-1.11,27.5
953.9,3.66,-2.22,-1.12,27.5
953.95,3.66,-2.2,-1.21,27.5
954,3.74,-2.16,-1.14,27.49
954.05,3.76,-2.16,-1.05,27.49
954.1,3.81,-2.12,-1.06,27.49
954.15,3.77,-2.1,-1.02,27.49
954.2,3.72,-2.04,-1.02,27.48
954.25,3.69,-1.97,-1,27.49
954.3,3.67,-1.91,-0.99,27.5
954.35,3.65,-1.9,-1.01,27.49
954.4,3.66,-1.9,-1.02,27.48
954.45,3.66,-1.92,-1,27.49
954.5,3.69,-1.87,-0.98,27.49
954.55,3.7,-1.88,-0.96,27.48
954.6,3.81,-1.99,-0.79,27.46
954.65,3.83,-1.98,-0.78,27.46
954.7,3.88,-1.95,-0.74,27.46
954.75,3.92,-1.93,-0.8,27.47
954.8,3.93,-1.94,-0.95,27.47
954.85,3.87,-2.03,-0.91,27.46
954.9,3.87,-2.12,-0.72,27.47
954.95,4.03,-2.17,-0.76,27.45
955,4.07,-2.09,-0.77,27.47
955.05,4.06,-1.94,-0.81,27.47
955.1,4.11,-1.96,-0.77,27.47
955.15,4.09,-1.96,-0.81,27.47
955.2,4.13,-1.99,-0.77,27.46
955.25,4.19,-2.01,-0.8,27.46
955.3,4.23,-1.99,-0.78,27.45
955.35,4.26,-1.98,-0.74,27.45
955.4,4.28,-1.95,-0.76,27.45
955.45,4.34,-2.01,-0.73,27.44
955.5,4.4,-2.05,-0.81,27.44
955.55,4.39,-2.04,-0.81,27.44
955.6,4.4,-1.98,-0.76,27.44
955.65,4.35,-2.06,-0.71,27.44
955.7,4.36,-2.02,-0.72,27.44
955.75,4.35,-2.01,-0.73,27.44
955.8,4.34,-2,-0.72,27.45
955.85,4.33,-1.99,-0.7,27.45
955.9,4.35,-1.94,-0.61,27.44
955.95,4.35,-2.01,-0.63,27.44
956,4.36,-2.02,-0.66,27.44
956.05,4.32,-2.03,-0.65,27.44
956.1,4.31,-1.99,-0.59,27.44
956.15,4.27,-1.99,-0.58,27.45
956.2,4.3,-1.98,-0.59,27.44
956.25,4.34,-2.06,-0.65,27.44
956.3,4.32,-2.13,-0.68,27.45
956.35,4.31,-2.12,-0.67,27.44
956.4,4.28,-2.16,-0.63,27.45
956.45,4.28,-2.22,-0.64,27.45
956.5,4.27,-2.22,-0.63,27.45
956.55,4.16,-2.16,-0.7,27.45
956.6,4.26,-2.14,-0.67,27.45
956.65,4.26,-2.06,-0.63,27.46
956.7,4.24,-2.04,-0.6,27.46
956.75,4.25,-1.95,-0.65,27.47
956.8,4.22,-2.04,-0.76,27.46
956.85,4.2,-2.03,-0.77,27.46
956.9,4.25,-2.07,-0.77,27.47
956.95,4.29,-2.11,-0.76,27.46
957,4.25,-2.06,-0.76,27.47
957.05,4.24,-2.06,-0.7,27.47
957.1,4.25,-2.06,-0.72,27.47
957.15,4.24,-2.07,-0.74,27.46
957.2,4.27,-2.07,-0.68,27.46
957.25,4.27,-2.17,-0.74,27.48
957.3,4.3,-2.2,-0.84,27.49
957.35,4.26,-2.2,-0.92,27.49
957.4,4.17,-2.27,-0.98,27.48
957.45,4.21,-2.25,-0.85,27.48
957.5,4.13,-2.15,-0.81,27.47
957.55,4.2,-2.26,-0.63,27.45
957.6,4.23,-2.29,-0.53,27.46
957.65,4.2,-2.24,-0.43,27.45
957.7,4.19,-2.23,-0.38,27.44
957.75,4.22,-2.27,-0.39,27.43
957.8,4.27,-2.31,-0.41,27.43
957.85,4.27,-2.32,-0.42,27.43
957.9,4.27,-2.28,-0.38,27.43
957.95,4.3,-2.3,-0.34,27.44
958,4.27,-2.31,-0.41,27.44
958.05,4.23,-2.31,-0.32,27.44
958.1,4.23,-2.31,-0.38,27.45
958.15,4.26,-2.29,-0.44,27.45
958.2,4.21,-2.34,-0.35,27.45
958.25,4.17,-2.37,-0.29,27.45
958.3,4.19,-2.42,-0.3,27.45
958.35,4.2,-2.41,-0.29,27.45
958.4,4.25,-2.39,-0.27,27.43
958.45,4.21,-2.36,-0.25,27.44
958.5,4.21,-2.33,-0.28,27.46
958.55,4.21,-2.36,-0.41,27.45
958.6,4.19,-2.39,-0.56,27.45
958.65,4.21,-2.26,-0.44,27.45
958.7,4.11,-2.17,-0.54,27.45
958.75,4.07,-2.14,-0.53,27.46
958.8,4.06,-2.28,-0.41,27.44
958.85,4.04,-2.28,-0.38,27.45
958.9,4.04,-2.19,-0.42,27.44
958.95,4.09,-2.24,-0.55,27.46
959,4.04,-2.19,-0.55,27.45
959.05,4.03,-2.27,-0.47,27.43
959.1,4,-2.29,-0.41,27.43
959.15,3.93,-2.4,-0.44,27.46
959.2,3.86,-2.29,-0.53,27.45
959.25,3.73,-2.29,-0.35,27.44
959.3,3.75,-2.33,-0.41,27.44
959.35,3.69,-2.3,-0.35,27.45
959.4,3.65,-2.24,-0.32,27.42
959.45,3.65,-2.23,-0.39,27.45
959.5,3.67,-2.19,-0.42,27.44
959.55,3.65,-2.11,-0.49,27.45
959.6,3.7,-2.05,-0.55,27.46
959.65,3.78,-2.01,-0.56,27.46
959.7,3.87,-2.02,-0.63,27.46
959.75,3.89,-2.02,-0.63,27.46
959.8,3.67,-2.07,-0.58,27.46
959.85,3.66,-2.15,-0.61,27.45
959.9,3.7,-2.16,-0.59,27.45
959.95,3.67,-2.16,-0.69,27.45
960,3.66,-2.13,-0.7,27.45
960.05,3.63,-2.09,-0.66,27.46
960.1,3.59,-2.1,-0.65,27.48
960.15,3.58,-2.08,-0.66,27.47
960.2,3.57,-2.14,-0.65,27.47
960.25,3.65,-2.04,-0.83,27.46
960.3,3.81,-1.97,-0.89,27.47
960.35,3.78,-2.14,-0.82,27.51
960.4,3.87,-2.15,-0.94,27.51
960.45,3.95,-2.1,-0.94,27.51
960.5,3.96,-2.09,-0.92,27.51
960.55,3.95,-2.12,-0.96,27.52
960.6,3.98,-2.15,-0.98,27.51
960.65,4.01,-2.2,-1.01,27.53
960.7,4.07,-2.14,-0.93,27.48
960.75,4.09,-2.13,-0.86,27.47
960.8,4.11,-2.1,-0.86,27.46
960.85,4.09,-2.01,-0.86,27.47
960.9,4.1,-2.02,-0.86,27.47
960.95,4.11,-2,-0.89,27.46
961,4.12,-2.06,-0.93,27.47
961.05,4.09,-2.16,-0.86,27.46
961.1,3.99,-2.22,-0.7,27.45
961.15,3.81,-2.19,-0.57,27.46
961.2,3.79,-2.13,-0.61,27.46
961.25,3.81,-2.09,-0.58,27.46
961.3,3.79,-2.08,-0.39,27.45
961.35,3.73,-2.06,-0.23,27.45
961.4,3.63,-2.02,-0.31,27.45
961.45,3.66,-1.92,-0.42,27.46
961.5,3.66,-1.86,-0.4,27.45
961.55,3.73,-1.65,-0.39,27.46
961.6,3.76,-1.65,-0.47,27.46
961.65,3.75,-1.7,-0.56,27.45
961.7,3.72,-1.72,-0.57,27.46
961.75,3.65,-1.7,-0.57,27.45
961.8,3.63,-1.71,-0.61,27.45
961.85,3.62,-1.72,-0.76,27.46
961.9,3.71,-1.7,-0.67,27.45
961.95,3.69,-1.72,-0.54,27.46
962,3.66,-1.66,-0.56,27.46
962.05,3.69,-1.65,-0.62,27.45
962.1,3.7,-1.69,-0.63,27.45
962.15,3.67,-1.72,-0.63,27.45
962.2,3.71,-1.69,-0.62,27.46
962.25,3.74,-1.69,-0.68,27.46
962.3,3.74,-1.71,-0.7,27.45
962.35,3.7,-1.7,-0.7,27.45
962.4,3.63,-1.82,-0.67,27.47
962.45,3.65,-1.77,-0.66,27.45
962.5,3.7,-1.78,-0.64,27.45
962.55,3.8,-1.82,-0.63,27.45
962.6,3.78,-1.81,-0.62,27.45
962.65,3.78,-1.79,-0.63,27.46
962.7,3.84,-1.84,-0.63,27.46
962.75,3.88,-1.84,-0.64,27.45
962.8,3.98,-1.76,-0.68,27.46
962.85,3.98,-1.8,-0.74,27.46
962.9,3.92,-1.8,-0.78,27.45
962.95,3.71,-1.78,-0.78,27.46
963,3.75,-1.89,-0.84,27.45
963.05,3.8,-1.98,-0.83,27.45
963.1,3.78,-1.97,-0.8,27.45
963.15,3.79,-2,-0.83,27.46
963.2,3.85,-2.04,-0.79,27.48
963.25,3.82,-1.9,-0.79,27.47
963.3,3.78,-2,-0.9,27.46
963.35,3.79,-2.03,-0.85,27.45
963.4,3.71,-2.03,-0.79,27.47
963.45,3.7,-1.99,-0.74,27.5
963.5,3.76,-1.91,-0.66,27.48
963.55,3.69,-1.83,-0.64,27.46
963.6,3.64,-1.79,-0.65,27.46
963.65,3.61,-1.84,-0.71,27.49
963.7,3.68,-1.97,-0.77,27.53
963.75,3.75,-1.92,-0.86,27.55
963.8,3.62,-1.85,-0.82,27.57
963.85,3.6,-2,-0.72,27.62
963.9,3.77,-1.93,-0.76,27.68
963.95,3.9,-2.01,-0.81,27.69
964,3.81,-2,-0.71,27.66
964.05,3.61,-2.01,-0.68,27.66
964.1,3.65,-1.96,-0.72,27.68
964.15,3.65,-2,-0.7,27.77
964.2,3.64,-2,-0.84,27.76
964.25,3.65,-1.99,-0.85,27.77
964.3,3.66,-1.91,-0.81,27.8
964.35,3.88,-1.86,-0.76,27.79
964.4,3.85,-1.96,-0.63,27.79
964.45,3.78,-2.13,-0.42,27.81
964.5,3.77,-2.09,-0.49,27.8
964.55,3.92,-1.93,-0.64,27.79
964.6,4.1,-1.82,-0.66,27.8
964.65,4.13,-1.8,-0.56,27.79
964.7,3.86,-2.01,-0.54,27.79
964.75,3.78,-2.14,-0.52,27.79
964.8,3.84,-2.02,-0.43,27.78
964.85,3.86,-1.9,-0.48,27.79
964.9,3.98,-1.79,-0.48,27.75
964.95,3.88,-1.77,-0.36,27.71
965,3.77,-1.86,-0.22,27.63
965.05,3.89,-2.02,-0.15,27.64
965.1,3.92,-1.91,0,27.69
965.15,3.9,-1.99,-0.09,27.62
965.2,3.75,-1.94,-0.26,27.66
965.25,3.83,-2.11,-0.28,27.65
965.3,3.98,-2.03,-0.23,27.75
965.35,4.14,-1.72,-0.25,27.89
965.4,4.18,-1.84,0,28.3
965.45,4.59,-1.76,0.01,28.26
965.5,4.6,-1.89,-0.14,28.13
965.55,4.57,-2.02,-0.14,28.03
965.6,4.49,-1.97,-0.16,28.08
965.65,4.48,-2.04,-0.16,28.44
965.7,4.49,-2.05,-0.14,28.74
965.75,4.48,-2.07,-0.08,28.71
965.8,4.39,-2.08,-0.03,28.8
965.85,4.19,-1.93,0.09,28.87
965.9,4.16,-1.79,0.04,28.88
965.95,4.34,-1.84,-0.1,28.36
966,4.45,-1.95,-0.31,28.15
966.05,4.43,-1.92,-0.2,28.41
966.1,4.18,-1.99,0.03,28.43
966.15,4.09,-2.22,0.08,28.38
966.2,4.07,-2.1,-0.15,28.28
966.25,4.61,-2.23,-0.59,28.26
966.3,4.58,-2.09,-0.52,28.34
966.35,4.21,-2.1,-0.44,28.46
966.4,4.06,-2.07,-0.53,28.47
966.45,4.01,-1.87,-0.46,28.48
966.5,3.94,-2.46,0.03,28.5
966.55,4.47,-2.39,0.11,28.55
966.6,4.69,-2.53,-0.03,28.31
966.65,4.92,-2.29,-0.39,28.25
966.7,4.87,-2.27,-0.49,28.27
966.75,4.65,-2.17,-0.36,28.24
966.8,4.58,-2.14,-0.2,28.28
966.85,4.33,-2.02,-0.15,28.38
966.9,4.13,-2.02,0.17,28.47
966.95,4.16,-2.18,0.08,28.39
967,4.44,-2.17,-0.03,28.36
967.05,4.56,-2.46,-0.1,28.29
967.1,4.93,-2.14,-0.09,28.23
967.15,5.14,-2.1,-0.02,28.22
967.2,5.25,-1.97,-0.2,28.1
967.25,5.28,-1.45,0.32,28.19
967.3,4.99,-1.25,0.69,28.11
967.35,4.84,-1.19,0.16,28.05
967.4,4.87,-1.4,0.2,28.06
967.45,4.79,-1.37,0.35,28.07
967.5,4.81,-1.23,0.23,28.09
967.55,4.81,-1.37,0.07,28.13
967.6,4.88,-1.27,0.37,28.19
967.65,4.6,-1.25,0.22,28.29
967.7,4.43,-1.5,0,28.27
967.75,4.44,-1.91,-0.08,28.19
967.8,4.4,-2.05,-0.13,28.05
967.85,4.21,-2.01,0.03,28.12
967.9,4.3,-1.96,-0.02,27.95
967.95,4.26,-2.08,-0.3,27.69
968,4.26,-2.25,-0.2,27.7
968.05,4.16,-2.19,-0.05,27.71
968.1,3.99,-2.04,-0.06,27.69
968.15,3.82,-2.14,-0.19,27.64
968.2,3.74,-2.19,-0.41,27.47
968.25,3.83,-2.28,-0.7,27.63
968.3,3.57,-2.25,-0.61,27.95
968.35,3.35,-1.38,0.65,27.82
968.4,3.01,-1.05,1.2,27.94
968.45,3.47,-0.88,0.7,27.94
968.5,3.76,-0.64,0.41,28.06
968.55,3.81,-0.52,0.51,28.11
968.6,4.02,-0.48,0.49,28.08
968.65,4.1,-0.62,0.46,28.19
968.7,4.29,-0.48,0.53,28.16
968.75,4.32,-0.49,0.56,28.13
968.8,4.74,-0.37,0.5,27.99
968.85,4.82,-1.25,0.25,27.94
968.9,5.05,-0.75,0,27.93
968.95,4.68,-0.85,0.2,28
969,4.14,-1.38,-0.15,27.99
969.05,3.64,-1.07,-0.24,27.91
969.1,3.46,-0.91,-0.18,27.89
969.15,3.75,-0.78,0.22,27.97
969.2,3.58,-0.73,0.04,27.99
969.25,3.51,-0.86,-0.14,27.92
969.3,3.5,-0.87,-0.11,27.79
969.35,3.55,-0.92,-0.09,27.65
969.4,3.12,-0.69,0.09,27.87
969.45,2.88,-0.54,0.25,27.99
969.5,3.16,-0.75,0.2,27.85
969.55,3.3,-0.89,0,27.83
969.6,3.47,-1.01,0.27,27.85
969.65,3.76,-1.15,0.42,27.98
969.7,3.69,-1.12,0.48,28.04
969.75,3.53,-0.93,0.64,28.11
969.8,3.52,-0.94,0.58,28.05
969.85,3.51,-1.08,0.36,27.99
969.9,3.35,-1.44,0.08,27.79
969.95,3.28,-1.61,0.12,27.81
970,3.3,-1.39,0.1,27.84
970.05,3.13,-1.23,0.55,28.01
970.1,3.15,-1.31,0.24,27.97
970.15,3.16,-1.36,0.12,27.88
970.2,2.87,-1.25,0.3,27.95
970.25,2.82,-1.29,0.35,27.9
